Date,Session,Source row,Case,Original family or pilot Task IDs,Analytical activity,Activity confidence,Purchasing stage,Stage confidence,Scope,Quality,Included exact minutes,Recorded exact activity minutes,Timing status,Start as recorded,End as recorded,Volume as recorded,INT as recorded,DEC as recorded,Source note,Combined components,Current Task IDs,Register status and confidence,Assignment reason,Existing enrichment rationale,Stage correction on 21 Sep,Actor,Original label type,Original pilot status,Original time field,Original volume INT field,Original recorded eligible text,Source reference,Source file,Source URL,Source commit,Framework version,Raw row verbatim,Raw fields JSON
2026-08-28,Pilot,1,OBS-01/09,8–9,"Assess demand, consolidate and decide order timing",P,Ordering,C,INCLUDE,VALID,5,5,Exact recorded interval,09:36,09:41,2L,1,,New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.,,7;8,Mapped / P,MAX search and assessment are supported; translated Tasks 7–8 remain provisional. No actual addition or hold/proceed outcome is inferred.,Translate source pre-31-August Tasks 8–9 to current Tasks 7–8. Maximalisatie supports ordering; actual consolidation (old Task 10/current Task 9) was not recorded. Preserve the merged OBS-01/09 case identity.,,Arno,historical_task_id,P,09:36–09:41,"2L, INT 1",5 / 5,1: OBS-01/09; 09:36–09:41,docs/measurement/Pilot_Measure_Observation_2026-08-28.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Pilot_Measure_Observation_2026-08-28.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-01/09                                                         | 09:36–09:41 | 5   | 8–9             | P     | Maximalisatie                                           | 2L, INT 1      | New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.                                                                                                                                                                           |","{""Case"": ""OBS-01/09"", ""Time"": ""09:36–09:41"", ""Min"": ""5"", ""Task ID"": ""8–9"", ""Status"": ""P"", ""Activity"": ""Maximalisatie"", ""Vol / INT"": ""2L, INT 1"", ""Observation note"": ""New article. Whether demand was actually combined (Task 10) was not recorded. Same case continues at 10:49.""}"
2026-09-18,Baseline,54,OBS-21,PO,"Prepare, amend or release a purchase order",P,Ordering,P,INCLUDE,VALID,1,1,Exact recorded interval,13:44,13:45,27L,/,/,,,17,Mapped / P,PO preparation probably continues between this order's documented steps. An unchanged line count does not establish a fresh MAX search or decision.,PO preparation continues between this case's documented order-processing/clarification steps. Task 17 is probable; the unchanged 27L does not establish a new MAX search or decision.,,Arno,live_family,,,,1 / 1,54: OBS-21; 13:44 to 13:45,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-21 | PO | 13:44 | 13:45 | 27L | / | / | |,"{""Case"": ""OBS-21"", ""Activity"": ""PO"", ""Start"": ""13:44"", ""End"": ""13:45"", ""Volume"": ""27L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
2026-09-18,Baseline,55,OBS-21,CLAR,Receive and complete a defined purchasing request,P,Ordering,C,INCLUDE,VALID,2,2,Exact recorded interval,13:45,13:47,27L,/,/,Check information for the items and write it down for later; waiting for fiatteren.,,4,Mapped / P,"Checking item information and writing it down for the order provisionally complete information for defined demand. Waiting for fiatteren is context; no observed waiting interval, routing action or finished-order pre-check is inferred.","Checking item information and writing it down for this order provisionally maps to validation. Waiting for fiatteren is context, not evidence of a separately measured inactive interval or an approval-routing action; no waiting minutes are invented.",,Arno,live_family,,,,2 / 2,55: OBS-21; 13:45 to 13:47,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-21 | CLAR | 13:45 | 13:47 | 27L | / | / | Check information for the items and write it down for later; waiting for fiatteren. |,"{""Case"": ""OBS-21"", ""Activity"": ""CLAR"", ""Start"": ""13:45"", ""End"": ""13:47"", ""Volume"": ""27L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Check information for the items and write it down for later; waiting for fiatteren.""}"
2026-09-18,Baseline,56,OBS-21,PO,Combined activities,P,Ordering,C,INCLUDE,VALID,4,4,Exact recorded interval,13:47,13:51,29L,/,/,Another two lines added.,"Assess demand, consolidate and decide order timing; Prepare, amend or release a purchase order",9;17,Mapped / P,"Another two lines are added within the documented MAX/PO case, supporting probable demand consolidation combined with PO preparation. No fresh search or order-timing decision is asserted, and four minutes remain one interval.",Another two lines are added within the documented MAX/PO case. Task 9 coverage is probable from that case context; the combined order-preparation interval is counted once and no new search or decision time is inferred.,,Arno,live_family,,,,4 / 4,56: OBS-21; 13:47 to 13:51,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-21 | PO | 13:47 | 13:51 | 29L | / | / | Another two lines added. |,"{""Case"": ""OBS-21"", ""Activity"": ""PO"", ""Start"": ""13:47"", ""End"": ""13:51"", ""Volume"": ""29L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Another two lines added.""}"
2026-09-18,Baseline,57,OBS-22,REQ-exact,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,/,/,/,/,/,,,1,Mapped / P,The Exact intake belongs to subsequent specified PO/MAX work and is probable defined-request intake. It remains untimed.,Exact intake belongs to the ensuing specified PO/MAX work. Task 1 is probable and the occurrence remains untimed.,,Arno,live_family,,,,n/a / n/a,57: OBS-22; untimed,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-22 | REQ-exact | / | / | / | / | / | |,"{""Case"": ""OBS-22"", ""Activity"": ""REQ-exact"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
2026-09-18,Baseline,58,OBS-22,PO,Combined activities,P,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,13:51,13:52,6L,/,/,Three original lines and three added; maximisatie.,"Assess demand, consolidate and decide order timing; Prepare, amend or release a purchase order",7;9;17,Mapped / P,MAX and adding three lines to three original lines occur within one PO-preparation episode. Keep consolidation and PO preparation as a combined activity; no post-MAX outcome or division of the minute is invented.,Maximisatie and adding three lines to three original lines are explicit in a single PO episode. The register's same-supplier search/consolidation coverage is probable; no post-MAX outcome or task-duration split is reconstructed.,,Arno,live_family,,,,1 / 1,58: OBS-22; 13:51 to 13:52,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-22 | PO | 13:51 | 13:52 | 6L | / | / | Three original lines and three added; maximisatie. |,"{""Case"": ""OBS-22"", ""Activity"": ""PO"", ""Start"": ""13:51"", ""End"": ""13:52"", ""Volume"": ""6L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Three original lines and three added; maximisatie.""}"
2026-09-18,Baseline,59,OBS-22,SEND,Unresolved activity,?,Ordering,P,INCLUDE,VALID,2,2,Exact recorded interval,13:56,13:58,/,/,/,,,23,Mapped / P,"A SEND episode follows same-case order work, but the document, recipient and purpose are unrecorded. Prior stage/scope judgments remain visible; they do not establish supplier-PO sending. Apply the same evidence threshold as other blank SEND rows.","SEND follows this case's PO preparation and is probably order forwarding. Recipient/content are unspecified, so Task 23 remains provisional; preserve its original row position despite later clock time.",,Arno,live_family,,,,2 / 2,59: OBS-22; 13:56 to 13:58,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-22 | SEND | 13:56 | 13:58 | / | / | / | |,"{""Case"": ""OBS-22"", ""Activity"": ""SEND"", ""Start"": ""13:56"", ""End"": ""13:58"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
2026-09-18,Baseline,60,OBS-23,REQ-exact,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,/,/,/,/,/,,,1,Mapped / P,The Exact intake precedes the defined PO/MAX attempt and probably receives defined demand. No duration or MAX outcome is added.,Exact intake precedes this case's documented PO/MAX attempt. Defined-demand intake is probable; no duration recorded.,,Arno,live_family,,,,n/a / n/a,60: OBS-23; untimed,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-23 | REQ-exact | / | / | / | / | / | |,"{""Case"": ""OBS-23"", ""Activity"": ""REQ-exact"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
2026-09-18,Baseline,61,OBS-23,PO,Combined activities,P,Ordering,C,INCLUDE,VALID,1,1,Exact recorded interval,13:52,13:53,1L,/,/,"Attempted maximisatie of the PO, without success.","Assess demand, consolidate and decide order timing; Prepare, amend or release a purchase order",7;17,Mapped / P,"An unsuccessful MAX attempt is documented during PO preparation, supporting the grouped demand/MAX activity and PO preparation together. Failure does not establish MAX=NONE, HOLD or separately timed assessment steps.","An unsuccessful maximisatie attempt during PO work supports probable MAX-search/order-preparation coverage. It does not establish MAX=NONE, a HOLD outcome, Tasks 8-11 or a separately timed decision.",,Arno,live_family,,,,1 / 1,61: OBS-23; 13:52 to 13:53,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-23 | PO | 13:52 | 13:53 | 1L | / | / | Attempted maximisatie of the PO, without success. |","{""Case"": ""OBS-23"", ""Activity"": ""PO"", ""Start"": ""13:52"", ""End"": ""13:53"", ""Volume"": ""1L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Attempted maximisatie of the PO, without success.""}"
2026-09-18,Baseline,62,OBS-23,SEND,Unresolved activity,?,Ordering,P,INCLUDE,VALID,1,1,Exact recorded interval,13:59,14:00,/,/,/,,,23,Mapped / P,"A SEND episode follows same-case order work, but the document, recipient and purpose are unrecorded. Prior stage/scope judgments remain visible; they do not establish supplier-PO sending. Apply the same evidence threshold as other blank SEND rows.",The SEND row follows this case's PO/MAX attempt; supplier-order communication is probable but not explicit. No inference of HOLD/proceed outcome is needed for the preserved occurrence.,,Arno,live_family,,,,1 / 1,62: OBS-23; 13:59 to 14:00,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-23 | SEND | 13:59 | 14:00 | / | / | / | |,"{""Case"": ""OBS-23"", ""Activity"": ""SEND"", ""Start"": ""13:59"", ""End"": ""14:00"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
2026-09-18,Baseline,63,OBS-24,REQ-exact,Receive and complete a defined purchasing request,P,Ordering,P,INCLUDE,VALID,,,Untimed,[crossed out],/,/,/,/,,,1,Mapped / P,The Exact intake belongs to the subsequent defined PO/MAX attempt. The crossed-out start remains without an inferred duration.,Exact intake belongs to the following documented PO/MAX attempt. The crossed-out start is preserved and supplies no duration; Task 1 is provisional.,,Arno,live_family,,,,n/a / n/a,63: OBS-24; untimed,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-24 | REQ-exact | [crossed out] | / | / | / | / | |,"{""Case"": ""OBS-24"", ""Activity"": ""REQ-exact"", ""Start"": ""[crossed out]"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
2026-09-18,Baseline,64,OBS-24,PO,Combined activities,P,Ordering,C,INCLUDE,VALID,2,2,Exact recorded interval,13:54,13:56,4L,/,/,"Attempted maximisatie of the PO, without success.","Assess demand, consolidate and decide order timing; Prepare, amend or release a purchase order",7;17,Mapped / P,"An unsuccessful MAX attempt occurs during PO preparation. Keep the grouped MAX work and PO preparation combined, without inferring the failure reason, ADD/NONE result, HOLD/proceed decision or time split.","An unsuccessful maximisatie attempt is documented during PO preparation. Retain combined time and do not infer the reason, exact MAX result, HOLD/proceed outcome or Tasks 8-11.",,Arno,live_family,,,,2 / 2,64: OBS-24; 13:54 to 13:56,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,"| OBS-24 | PO | 13:54 | 13:56 | 4L | / | / | Attempted maximisatie of the PO, without success. |","{""Case"": ""OBS-24"", ""Activity"": ""PO"", ""Start"": ""13:54"", ""End"": ""13:56"", ""Volume"": ""4L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Attempted maximisatie of the PO, without success.""}"
2026-09-18,Baseline,65,OBS-25,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,1,Exact recorded interval,14:00,14:01,/,/,/,,,unassigned,Unresolved / ?,Only the EXC family and one-minute interval are recorded; neither establishes an activity subtype.,Only the EXC family and one-minute interval are recorded. Apply the explicit EXC exclusion without inventing a task or purchasing stage.,,Arno,live_family,,,,1 / n/a,65: OBS-25; 14:00 to 14:01,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-25 | EXC | 14:00 | 14:01 | / | / | / | |,"{""Case"": ""OBS-25"", ""Activity"": ""EXC"", ""Start"": ""14:00"", ""End"": ""14:01"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
2026-09-18,Baseline,66,OBS-21,CHECK,Check and correct an order before release,C,Ordering,C,INCLUDE,VALID,20,20,Exact recorded interval,14:02,14:22,29L,/,/,Pre-check; one mismatch was difficult to explain. The note names Kirby.,,unassigned,Unresolved / ?,"A pre-release/pre-order check with one mismatch is explicit. The checked field is unknown, so this category means checking only; no price comparison, correction or twenty-minute decision is asserted.","Explicit pre-check with one mismatch belongs to order preparation. The source does not name the checked price/field, so neither Task 15 nor Task 26 is imputed. Twenty recorded minutes remain one episode.",,Arno,live_family,,,,20 / 20,66: OBS-21; 14:02 to 14:22,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-21 | CHECK | 14:02 | 14:22 | 29L | / | / | Pre-check; one mismatch was difficult to explain. The note names Kirby. |,"{""Case"": ""OBS-21"", ""Activity"": ""CHECK"", ""Start"": ""14:02"", ""End"": ""14:22"", ""Volume"": ""29L"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Pre-check; one mismatch was difficult to explain. The note names Kirby.""}"
2026-09-18,Baseline,67,OBS-21,OTHER,Unresolved activity,?,Ordering,C,INCLUDE,VALID,,,Untimed,/,/,/,/,/,Johan's approval was needed again.,,unassigned,Unresolved / ?,"Further approval is required, but no buyer authorization check, routing, order continuation or release action is established. Preserve the untimed requirement as context rather than inventing activity.","Need for Johan's approval again is an ordering-control occurrence. Actual routing, authorization-limit checking and Johan's approval action are not separately established, so no Task 18/20/21 or duration is invented.",,Arno,live_family,,,,n/a / n/a,67: OBS-21; untimed,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-21 | OTHER | / | / | / | / | / | Johan's approval was needed again. |,"{""Case"": ""OBS-21"", ""Activity"": ""OTHER"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Johan's approval was needed again.""}"
2026-09-18,Baseline,68,OBS-26,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,3,Exact recorded interval,14:23,14:26,/,/,/,Missing certificate.,,unassigned,U / C,"A missing-certificate issue is investigated, but its transaction position and relevant purchasing purpose are unknown. Do not equate a certificate with a supplier confirmation or infer a received-item discrepancy.","Missing-certificate investigation is explicit EXC aftercare. The delivery/transaction position is not established, so no automatic VW6 or confirmation-archiving task is assigned.",,Arno,live_family,,,,3 / n/a,68: OBS-26; 14:23 to 14:26,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-26 | EXC | 14:23 | 14:26 | / | / | / | Missing certificate. |,"{""Case"": ""OBS-26"", ""Activity"": ""EXC"", ""Start"": ""14:23"", ""End"": ""14:26"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Missing certificate.""}"
2026-09-18,Baseline,69,OBS-26,EXC,Unresolved activity,?,Unresolved stage,?,EXCLUDE_EXC,VALID,,8,Exact recorded interval,14:26,14:34,/,/,/,Forward and explain the issue to the project manager; call the supplier.,,unassigned,U / C,"The buyer explains the certificate issue to a project manager and contacts the supplier. The mixed communication has an unresolved transaction purpose, so no single stage-specific activity or artificial time division is assigned.",Explaining the certificate issue to the project manager and contacting the supplier remain excluded EXC. The purchasing stage is unresolved; no multi-task or stage split is supported.,,Arno,live_family,,,,8 / n/a,69: OBS-26; 14:26 to 14:34,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-26 | EXC | 14:26 | 14:34 | / | / | / | Forward and explain the issue to the project manager; call the supplier. |,"{""Case"": ""OBS-26"", ""Activity"": ""EXC"", ""Start"": ""14:26"", ""End"": ""14:34"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": ""Forward and explain the issue to the project manager; call the supplier.""}"
2026-09-18,Baseline,70,OBS-27,REQ-phone,Follow up order status or delivery commitments,P,Monitoring,P,EXCLUDE_AFTERCARE,VALID,,,Untimed,/,/,/,/,/,,,unassigned,U / P,"The phone intake is linked to the documented backorder enquiry, provisionally supporting order-status follow-up. It is not a new purchasing request and has no recorded duration.",Phone intake is linked to the immediately following documented backorder enquiry. It is aftercare intake rather than a new purchasing need; no duration recorded.,,Arno,live_family,,,,n/a / n/a,70: OBS-27; untimed,docs/measurement/Measure_Observation_2026-09-18.md,https://github.com/Luuuuuig/Bachelor-End-Project/blob/7ec78e840589c711c73055cf6215e3f90040ff8a/docs/measurement/Measure_Observation_2026-09-18.md,7ec78e840589c711c73055cf6215e3f90040ff8a,2026-09-21,| OBS-27 | REQ-phone | / | / | / | / | / | |,"{""Case"": ""OBS-27"", ""Activity"": ""REQ-phone"", ""Start"": ""/"", ""End"": ""/"", ""Volume"": ""/"", ""INT"": ""/"", ""DEC?"": ""/"", ""Note"": """"}"
